date,DISTSIM_BENCH.active_cores,DISTSIM_BENCH.benchmark_grp,DISTSIM_BENCH.benchmark_id,DISTSIM_BENCH.benchtime_ms,DISTSIM_BENCH.dataprocessed,DISTSIM_BENCH.host_CPI,DISTSIM_BENCH.host_L2_BW,DISTSIM_BENCH.host_L3_BW,DISTSIM_BENCH.host_L3_SYSTEM_BW,DISTSIM_BENCH.host_MEM_BW,DISTSIM_BENCH.host_context_switch,DISTSIM_BENCH.host_cpupercent,DISTSIM_BENCH.host_disk_io,DISTSIM_BENCH.host_disk_io_time,DISTSIM_BENCH.host_disk_weighted_io_time,DISTSIM_BENCH.host_memory,DISTSIM_BENCH.host_network,DISTSIM_BENCH.host_pagefault,DISTSIM_BENCH.host_sched_iowait,DISTSIM_BENCH.host_sched_wait,DISTSIM_BENCH.interference,DISTSIM_BENCH.interference-0,DISTSIM_BENCH.interference-1,DISTSIM_BENCH.interval,DISTSIM_BENCH.latency,DISTSIM_BENCH.latency90,DISTSIM_BENCH.memory_limit,DISTSIM_BENCH.process_dur_ms,DISTSIM_BENCH.throughput,DISTSIM_BENCH.total_dur_ms,DISTSIM_BENCH.web_IPC,DISTSIM_BENCH.web_cpupercent,DISTSIM_BENCH.web_memory,DISTSIM_BENCH.weighted_latency
3/28/2019 12:19:11.645000000 PM,2,1553793471.0,splash2.fft,1553793551067,False,3,23054958800,11527476800,368.154,138.378,16104.625,15.956,16.48,42.399,72.799,3845.719,29.201,0,0,0,,,,5,0.012,0.018,32,49.942,15,57.111000000000004,,,,0.006
3/28/2019 12:19:16.944000000 PM,2,1553793471.0,splash2.fft,1553793556367,False,3,23054958800,11527476800,368.154,138.378,16430.649,16.095,13.92,27.2,32,3848.598,24.082,0,0,0,,,,5,0.012,0.014,32,45.403999999999996,16,53.748999999999995,,,,0.006
3/28/2019 12:19:22.203000000 PM,2,1553793471.0,splash2.fft,1553793561612,False,3,23055116500,11527545200,369.655,135.084,16970.611,16.928,47.52,67.2,432.802,3849.68,28.988,0,0,0,,,,5,0.011,0.012,32,54.286,16,71.56899999999999,,,,0.005
3/28/2019 12:19:27.385000000 PM,2,1553793471.0,splash2.fft,1553793566797,False,3,23055269800,11527624500,379.563,145.133,16636.691,17.156,19.2,40.001,141.603,3849.414,25.245,0,0,0,,,,5,0.011,0.012,32,46.212,16,59.568000000000005,,,,0.005
3/28/2019 12:19:32.554000000 PM,2,1553793471.0,splash2.fft,1553793571967,False,3,23055255400,11527620200,383.238,151.286,16712.152,15.956,10.24,23.2,25.6,3848.809,29.565,0,0,0,,,,5,0.013,0.017,32,50.881,15,66.17399999999999,,,,0.006
3/28/2019 12:19:37.779000000 PM,2,1553793471.0,splash2.fft,1553793577195,False,3,23055074400,11527525000,363.922,135.651,15599.979,16.187,53.599,84.799,879.989,3848.34,26.843,0,0,0,,,,5,0.013,0.017,32,48.034,15,57.208,,,,0.006
3/28/2019 12:19:42.778000000 PM,2,1553793471.0,splash2.fft,1553793582220,False,3,23055321600,11527649200,357.752,133.073,16555.712,16.521,13.44,33.601,39.201,3848.078,25.132,0,0,0,,,,5,0.012,0.015,32,32.291,15,38.594,,,,0.006
3/28/2019 12:19:48.074000000 PM,2,1553793471.0,splash2.fft,1553793587471,False,3,23054695200,11527340800,365.595,140.34,15983.246,15.775,16.16,40.8,45.599,3851.227,29.565,0,0,0,,,,5,0.013,0.018,32,63.596,15,74.477,,,,0.006
3/28/2019 12:19:53.124000000 PM,2,1553793471.0,splash2.fft,1553793592520,False,3,23054695200,11527340800,365.595,140.34,16222.112,16.862,54.24,50.4,563.2,3848.82,28.883,0,0,0,,,,5,0.013,0.019,32,58.604000000000006,15,72.047,,,,0.006
3/28/2019 12:19:58.411000000 PM,2,1553793471.0,splash2.fft,1553793597842,False,3,23055305800,11527641600,363.719,134.717,17028.56,17.673,14.08,28.8,31.2,3848.973,29.735,0,0,0,,,,5,0.012,0.016,32,44.028,16,49.709,,,,0.006
3/28/2019 12:20:03.657000000 PM,2,1553793471.0,splash2.fft,1553793603081,False,3,23053845000,11526910600,380.531,153.769,16922.385,19.472,44.16,61.6,742.402,3849.801,32.845,0,0,0,,,,5,0.011,0.012,32,47.814,16,54.966,,,,0.005
3/28/2019 12:20:08.754000000 PM,2,1553793471.0,splash2.fft,1553793608184,False,3,23055051000,11527515400,386.774,149.754,17204.262,16.444,28.16,31.2,39.2,3849.313,21.528,0,0,0,,,,5,0.012,0.014,32,43.098,16,49.991,,,,0.006
3/28/2019 12:20:13.978000000 PM,2,1553793471.0,splash2.fft,1553793613386,False,3,23055051000,11527515400,386.774,149.754,17743.801,17.003,43.84,62.4,897.6,3850.008,28.795,0,0,0,,,,5,0.013,0.018,32,45.289,15,59.096000000000004,,,,0.006
3/28/2019 12:20:19.209000000 PM,2,1553793471.0,splash2.fft,1553793618636,False,3,23054757400,11527367600,365.614,140.941,17163.047,18.126,13.92,25.6,31.999,3848.355,33.073,0,0,0,,,,5,0.012,0.013,32,42.653999999999996,16,53.035,,,,0.006
3/28/2019 12:20:24.252000000 PM,2,1553793471.0,splash2.fft,1553793623685,False,3,23054506200,11527252000,385.667,141.435,16468.948,18.198,13.92,28,29.6,3847.242,32.069,0,0,0,,,,5,0.012,0.016,32,42.116,16,47.133,,,,0.006
3/28/2019 12:20:29.491000000 PM,2,1553793471.0,splash2.fft,1553793628905,False,3,23055287600,11527627200,397.646,147.287,17621.545,19.02,51.52,56,532.003,3848.629,35.086,0,0,0,,,,5,0.012,0.012,32,41.870999999999995,16,53.42100000000001,,,,0.006
3/28/2019 12:20:34.576000000 PM,2,1553793471.0,splash2.fft,1553793634013,False,3,23055287600,11527627200,397.646,147.287,17305.526,17.919,15.68,31.2,50.4,3847.754,34.55,0,0,0,,,,5,0.011,0.014,32,35.059,16,40.285000000000004,,,,0.005
3/28/2019 12:20:39.607000000 PM,2,1553793471.0,splash2.fft,1553793639046,False,3,23054603600,11527289000,389.296,144.057,18384.137,18.855,46.08,56,304,3848.098,34.701,0,0,0,,,,5,0.011,0.012,32,33.013,16,40.583,,,,0.005
3/28/2019 12:20:44.863000000 PM,2,1553793471.0,splash2.fft,1553793644301,False,3,23050722200,11525356400,407.269,156.114,17791.379,19.288,13.92,30.399,33.599,3848.172,37.432,0,0,0,,,,5,0.013,0.019,32,32.446999999999996,16,42.461,,,,0.006
3/28/2019 12:20:49.982000000 PM,2,1553793471.0,splash2.fft,1553793649424,False,3,23055178600,11527580600,394.995,157.191,17323.1,18.63,40.801,67.202,645.619,3848.762,36.677,0,0,0,,,,5,0.012,0.014,32,33.141,16,38.607,,,,0.006
3/28/2019 12:20:55.119000000 PM,2,1553793471.0,splash2.fft,1553793654552,False,3,23055178600,11527580600,394.995,157.191,17879.264,20.107,16.8,45.6,78.4,3848.703,30.78,0,0,0,,,,5,0.012,0.014,32,33.177,16,40.881,,,,0.006
3/28/2019 12:21:00.251000000 PM,2,1553793471.0,splash2.fft,1553793659616,False,3,23054667000,11527326600,399.523,155.097,18040.351,19.195,47.361,79.202,1248.828,3846.734,33.901,0,0,0,,,,5,0.012,0.015,32,107.389,15,113.359,,,,0.006
3/28/2019 12:21:05.339000000 PM,2,1553793471.0,splash2.fft,1553793664769,False,3,23055191400,11527587600,379.127,148.758,16884.473,18.439,18.72,45.599,83.199,3846.988,36.257,0,0,0,,,,5,0.012,0.014,32,40.631,16,50.215999999999994,,,,0.006
3/28/2019 12:21:10.371000000 PM,2,1553793471.0,splash2.fft,1553793669797,False,3,23055191400,11527587600,379.127,148.758,17942.052,19.918,11.04,31.201,37.601,3848.449,41.439,0,0,0,,,,5,0.012,0.014,32,42.986000000000004,16,51.99,,,,0.006
3/28/2019 12:21:15.570000000 PM,2,1553793471.0,splash2.fft,1553793674994,False,3,23054928800,11527450600,408.826,168.845,18563.248,21.36,13.92,31.999,38.399,3848.914,44.19,0,0,0,,,,5,0.013,0.018,32,44.925,15,53.339,,,,0.006
3/28/2019 12:21:20.699000000 PM,2,1553793471.0,splash2.fft,1553793680144,False,3,23055072600,11527535400,419.822,182.949,18207.485,22.022,60.158,81.597,1466.351,3848.398,43.557,0,0,0,,,,5,0.012,0.012,32,31.407999999999998,16,36.818999999999996,,,,0.006
3/28/2019 12:21:25.936000000 PM,2,1553793471.0,splash2.fft,1553793685348,False,3,23054828200,11527400200,397.62,163.741,16527.515,19.719,18.401,37.601,80.003,3848.754,38.651,0,0,0,,,,5,0.012,0.012,32,58.167,16,65.344,,,,0.006
3/28/2019 12:21:31.031000000 PM,2,1553793471.0,splash2.fft,1553793690463,False,3,23054828200,11527400200,397.62,163.741,16907.73,19.734,47.68,65.6,1270.4,3848.969,37.121,0,0,0,,,,5,0.012,0.014,32,41.327000000000005,16,47.940000000000005,,,,0.006
3/28/2019 12:21:36.144000000 PM,2,1553793471.0,splash2.fft,1553793695577,False,3,23055036000,11527509400,422.387,176.717,19006.497,23.939,15.2,33.601,39.201,3847.734,45.86,0,0,0,,,,5,0.011,0.012,32,41.224,16,47.875,,,,0.005
3/28/2019 12:21:41.263000000 PM,2,1553793471.0,splash2.fft,1553793700695,False,3,23055051000,11527517400,424.703,167.754,18629.705,23.264,54.719,76.799,709.589,3848.602,51.243,0,0,0,,,,5,0.012,0.016,32,42.594,16,49.06,,,,0.006
3/28/2019 12:21:46.447000000 PM,2,1553793471.0,splash2.fft,1553793705874,False,3,23055363200,11527673600,441.38,191.598,18381.636,25.25,11.6,32.8,42.8,3847.4,59.868,0,0,0,,,,5,0.012,0.012,32,45.707,16,52.155,,,,0.006
3/28/2019 12:21:51.558000000 PM,2,1553793471.0,splash2.fft,1553793710997,False,3,23055363200,11527673600,441.38,191.598,19143.982,26.858,41.6,47.2,627.593,3848.291,63.366,0,0,0,,,,5,0.011,0.012,32,35.117000000000004,16,40.101,,,,0.005
3/28/2019 12:21:56.712000000 PM,2,1553793471.0,splash2.fft,1553793716127,False,3,23055204600,11527603200,468.837,218.415,19121.829,25.062,13.92,36.8,39.199,3848.363,62.581,0,0,0,,,,5,0.012,0.013,32,43.491,16,59.128,,,,0.006
3/28/2019 12:22:01.812000000 PM,2,1553793471.0,splash2.fft,1553793721253,False,3,23055367200,11527668200,450.773,195.025,18347.389,28.824,62.882,60.002,657.623,3849.719,75.869,0,0,0,,,,5,0.012,0.012,32,32.806000000000004,16,38.816,,,,0.006
3/28/2019 12:22:06.883000000 PM,2,1553793471.0,splash2.fft,1553793726302,False,3,23055007200,11527491400,487.229,214.733,18675.725,26.795,10.88,23.999,26.399,3849.188,69.433,0,0,0,,,,5,0.011,0.012,32,54.312,16,60.144999999999996,,,,0.005
3/28/2019 12:22:12.157000000 PM,2,1553793471.0,splash2.fft,1553793731568,False,3,23055069300,11527527900,486.158,217.36,18881.236,31.6,65.92099999999999,79.201,510.406,3848.117,86.969,0,0,0,,,,5,0.013,0.016,32,51.651,16,66.072,,,,0.006
3/28/2019 12:22:17.472000000 PM,2,1553793471.0,splash2.fft,1553793736899,False,3,23055197600,11527593500,492.531,229.973,18093.206,31.678,13.92,31.2,36.8,3847.551,68.701,0,0,0,,,,5,0.012,0.014,32,48.423,16,53.869,,,,0.006
3/28/2019 12:22:22.659000000 PM,2,1553793471.0,splash2.fft,1553793742102,False,3,23055127000,11527554000,538.926,269.49,17930.909,35.6,65.6,60,611.203,3849.313,94.591,0,0,0,,,,5,0.012,0.014,32,32.299,16,38.042,,,,0.006
3/28/2019 12:22:27.838000000 PM,2,1553793471.0,splash2.fft,1553793747271,False,3,23055127000,11527554000,538.926,269.49,18851.351,35.534,14.08,37.6,44,3848.043,102.784,0,0,0,,,,5,0.012,0.014,32,40.175000000000004,16,47.227,,,,0.006
3/28/2019 12:22:33.046000000 PM,2,1553793471.0,splash2.fft,1553793752481,False,3,23054971000,11527471000,552.475,261.752,18389.824,40.534,74.239,60.799,429.591,3847.922,125.764,0,0,0,,,,5,0.013,0.013,32,36.528999999999996,16,44.92,,,,0.006
3/28/2019 12:22:38.313000000 PM,2,1553793471.0,splash2.fft,1553793757731,False,3,23054909000,11527455400,581.41,299.586,17982.67,42.511,14.24,28.801,32.801,3847.602,124.092,0,0,0,,,,5,0.012,0.013,32,46.54,16,56.266999999999996,,,,0.006
3/28/2019 12:22:43.597000000 PM,2,1553793471.0,splash2.fft,1553793763026,False,3,23055400400,11527711800,612.563,322.992,18349.095,44.13,81.28,63.2,567.199,3847.379,136.482,0,0,0,,,,5,0.012,0.012,32,43.613,16,50.574,,,,0.006
3/28/2019 12:22:48.750000000 PM,2,1553793471.0,splash2.fft,1553793768168,False,3,23055400400,11527711800,612.563,322.992,18686.858,44.176,49.76,58.4,446.398,3847.59,135.82,0,0,0,,,,5,0.012,0.013,32,51.831,16,61.747,,,,0.006
3/28/2019 12:22:54.082000000 PM,2,1553793471.0,splash2.fft,1553793773505,False,3,23055105000,11527530000,633.538,338.912,18506.992,46.883,21.28,44,79.2,3846.945,152.871,0,0,0,,,,5,0.012,0.013,32,40.034,16,47.097,,,,0.006
3/28/2019 12:22:59.100000000 PM,2,1553793471.0,splash2.fft,1553793778533,False,3,23053337400,11526656600,670.627,357.092,17934.355,49.158,88.958,66.399,489.589,3848.613,134.049,0,0,0,,,,5,0.013,0.014,32,40.679,15,47.043,,,,0.006
3/28/2019 12:23:04.136000000 PM,2,1553793471.0,splash2.fft,1553793783561,False,3,23053337400,11526656600,670.627,357.092,18262.302,49.07,63.202,67.202,356.01,3849.352,174.069,0,0,0,,,,5,0.012,0.013,32,44.914,15,53.062,,,,0.006
3/28/2019 12:23:09.245000000 PM,2,1553793471.0,splash2.fft,1553793788674,False,3,23053923600,11526970000,681.891,373.519,18656.524,50.673,16.64,33.599,39.998,3848.273,160.74,0,0,0,,,,5,0.013,0.014,32,44.977000000000004,15,51.286,,,,0.006
3/28/2019 12:23:14.564000000 PM,2,1553793471.0,splash2.fft,1553793793986,False,3,23055195000,11527605800,732.449,426.294,19569.538,62.456,94.883,77.603,622.424,3853.621,218.849,0,0,0,,,,5,0.014,0.015,32,38.316,15,48.443,,,,0.007
3/28/2019 12:23:19.802000000 PM,2,1553793471.0,splash2.fft,1553793799234,False,3,23055249000,11527631600,773.776,466.53,18237.467,62.39,46.399,51.999,140.797,3850.887,218.061,0,0,0,,,,5,0.014,0.014,32,42.671,15,48.529,,,,0.007
3/28/2019 12:23:24.948000000 PM,2,1553793471.0,splash2.fft,1553793804367,False,3,23055249000,11527631600,773.776,466.53,19001.531,67.084,99.201,64.801,618.406,3851.961,256.585,0,0,0,,,,5,0.012,0.014,32,42.74,15,52.15,,,,0.006
3/28/2019 12:23:30.185000000 PM,2,1553793471.0,splash2.fft,1553793809623,False,3,23055204200,11527574400,834.876,517.629,19374.725,66.583,24.48,44.001,60.801,3853.168,247.715,0,0,0,,,,5,0.013,0.014,32,36.339000000000006,15,41.896,,,,0.006
3/28/2019 12:23:35.290000000 PM,2,1553793471.0,splash2.fft,1553793814724,False,3,23052717400,11526368200,854.149,528.518,19222.815,72.265,140,71.999,569.591,3855.113,277.807,0,0,0,,,,5,0.014,0.016,32,39.912000000000006,14,46.400999999999996,,,,0.007
3/28/2019 12:23:40.459000000 PM,2,1553793471.0,splash2.fft,1553793819834,False,3,23054106000,11527049800,864.414,553.234,18145.315,69.214,9.76,23.2,26.4,3845.816,271.958,0,0,0,,,,5,0.013,0.014,32,86.353,14,98.357,,,,0.006
3/28/2019 12:23:45.429000000 PM,2,1553793471.0,splash2.fft,1553793824850,False,3,23054106000,11527049800,864.414,553.234,20455.376,86.442,152.963,70.401,521.61,3856.059,293.218,0,0,0,,,,5,0.013,0.014,32,43.544,14,52.394999999999996,,,,0.006
3/28/2019 12:23:50.606000000 PM,2,1553793471.0,splash2.fft,1553793830034,False,3,23055196000,11527589800,1041.097,717.167,20629.59,84.312,15.68,24.8,30.4,3857.281,339.955,0,0,0,,,,5,0.014,0.014,32,40.44,14,49.776,,,,0.007
3/28/2019 12:23:55.789000000 PM,2,1553793471.0,splash2.fft,1553793835207,False,3,23055390200,11527654600,1064.281,741.446,18970.913,89.331,144.642,72.801,769.611,3858.875,354.349,0,0,0,,,,5,0.014,0.015,32,44.38,14,54.025,,,,0.007
3/28/2019 12:24:01.006000000 PM,2,1553793471.0,splash2.fft,1553793840420,False,3,23054909800,11527443600,1073.689,758.96,20280.443,88.534,72.957,41.598,103.195,3859.063,392.078,0,0,0,,,,5,0.014,0.015,32,45.657999999999994,14,57.961999999999996,,,,0.007
3/28/2019 12:24:06.101000000 PM,2,1553793471.0,splash2.fft,1553793845531,False,3,23054909800,11527443600,1073.689,758.96,21190.824,86.331,15.521,34.402,44.002,3861.578,375.168,0,0,0,,,,5,0.014,0.014,32,44.199000000000005,14,49.575,,,,0.007
3/28/2019 12:24:11.371000000 PM,2,1553793471.0,splash2.fft,1553793850792,False,3,23054828600,11527439400,1047.817,725.732,20901.745,88.023,90.47999999999999,62.4,897.597,3862.219,365.618,0,0,0,,,,5,0.015,0.018,32,50.906,14,58.498000000000005,,,,0.007
3/28/2019 12:24:16.706000000 PM,2,1553793471.0,splash2.fft,1553793856101,False,3,23050765600,11525383800,1071.472,750.341,21264.322,88.031,125.43900000000001,55.199,324.796,3860.992,380.322,0,0,0,,,,5,0.014,0.016,32,58.853,14,74.73,,,,0.007
3/28/2019 12:24:21.835000000 PM,2,1553793471.0,splash2.fft,1553793861269,False,3,23050765600,11525383800,1071.472,750.341,20743.419,91.549,13.6,28.8,33.6,3861.125,381.162,0,0,0,,,,5,0.013,0.014,32,40.818,14,45.786,,,,0.006
3/28/2019 12:24:32.281000000 PM,2,1553793471.0,splash2.fft,1553793871701,False,3,23054514400,11527281700,1105.286,797.052,20854.711,90.074,101.279,51.199,151.998,3862.574,341.935,0,0,0,,,,5,0.014,0.014,32,54.251,14,60.147,,,,0.007
3/28/2019 12:24:37.499000000 PM,2,1553793471.0,splash2.fft,1553793876930,False,3,23053589800,11526839400,1104.664,796.583,19274.609,90.082,13.280000000000001,32.001,32.801,3861.758,394.358,0,0,0,,,,5,0.014,0.015,32,43.589000000000006,14,49.230999999999995,,,,0.007
3/28/2019 12:24:42.699000000 PM,2,1553793471.0,splash2.fft,1553793882126,False,3,23054155200,11527040000,1091.825,787.46,18744.077,91.024,218.399,83.999,1189.59,3864.574,373.076,0,0,0,,,,5,0.014,0.014,32,33.461999999999996,14,42.625,,,,0.007
3/28/2019 12:24:47.974000000 PM,2,1553793471.0,splash2.fft,1553793887393,False,3,23054093200,11527039000,1088.231,794.989,19873.785,90.211,20.32,35.2,85.601,3863.055,361.62,0,0,0,,,,5,0.014,0.014,32,44.412,14,60.214999999999996,,,,0.007
3/28/2019 12:24:53.218000000 PM,2,1553793471.0,splash2.fft,1553793892645,False,3,23055116600,11527545600,1080.666,776.936,20178.544,88.475,172.481,55.2,759.203,3864.688,369.109,0,0,0,,,,5,0.015,0.018,32,40.538,14,46.733999999999995,,,,0.007
3/28/2019 12:24:58.517000000 PM,2,1553793471.0,splash2.fft,1553793897955,False,3,23055116600,11527545600,1080.666,776.936,21647.182,89.515,52.157,47.998,63.197,3865.336,389.8,0,0,0,,,,5,0.014,0.016,32,34.387,14,40.799,,,,0.007
3/28/2019 12:25:03.754000000 PM,2,1553793471.0,splash2.fft,1553793903171,False,3,23048430800,11524184000,1083.63,775.125,20616.067,89.349,177.124,80.802,953.621,3864.371,384.66,0,0,0,,,,5,0.014,0.016,32,40.528,14,51.247,,,,0.007
3/28/2019 12:25:09.017000000 PM,2,1553793471.0,splash2.fft,1553793908454,False,3,23052763200,11526347600,1087.264,767.039,20586.062,89.98,18.56,44.001,136.803,3864.254,308.774,0,0,0,,,,5,0.014,0.014,32,36.49,14,43.964999999999996,,,,0.007
3/28/2019 12:25:14.280000000 PM,2,1553793471.0,splash2.fft,1553793913693,False,3,23052763200,11526347600,1087.264,767.039,20281.311,90.202,186.239,64.8,581.596,3868.758,412.902,0,0,0,,,,5,0.014,0.014,32,49.532,14,58.12,,,,0.007
3/28/2019 12:25:19.615000000 PM,2,1553793471.0,splash2.fft,1553793919038,False,3,23055107600,11527539400,1096.387,787.789,20007.023,90.906,16.96,34.4,95.201,3867.762,355.904,0,0,0,,,,5,0.014,0.015,32,48.009,14,53.402,,,,0.007
3/28/2019 12:25:24.779000000 PM,2,1553793471.0,splash2.fft,1553793924201,False,3,23055392800,11527682000,1068.716,757.768,19985.117,89.445,184.799,64,945.593,3867.012,364.624,0,0,0,,,,5,0.014,0.014,32,46.274,14,55.751000000000005,,,,0.007
3/28/2019 12:25:30.051000000 PM,2,1553793471.0,splash2.fft,1553793929464,False,3,23055362800,11527687000,1079.748,771.187,20212.185,90.34,20.64,35.2,36.8,3867.871,387.03,0,0,0,,,,5,0.014,0.014,32,58.173,14,64.60499999999999,,,,0.007
3/28/2019 12:25:35.193000000 PM,2,1553793471.0,splash2.fft,1553793934614,False,3,23055362800,11527687000,1079.748,771.187,19392.721,91.336,192.165,79.202,741.619,3867.281,391.671,0,0,0,,,,5,0.014,0.015,32,44.89,14,51.126,,,,0.007
3/28/2019 12:25:40.330000000 PM,2,1553793471.0,splash2.fft,1553793939763,False,3,22847723400,11423859200,1090.742,777.201,20631,88.025,32,44.8,51.2,3866.949,379.118,0,0,0,,,,5,0.015,0.017,32,41.202000000000005,14,47.352,,,,0.007
3/28/2019 12:25:45.590000000 PM,2,1553793471.0,splash2.fft,1553793945020,False,3,23052522600,11526284000,1084.206,774.92,19243.722,91.006,198.719,97.599,906.393,3864.773,373.059,0,0,0,,,,5,0.014,0.015,32,39.955,14,50.352000000000004,,,,0.007
3/28/2019 12:25:50.771000000 PM,2,1553793471.0,splash2.fft,1553793950195,False,3,23055191000,11527647600,1101.174,775.429,20428.106,90.748,17.92,36,40,3866.199,408.045,0,0,0,,,,5,0.014,0.014,32,49.268,14,54.569,,,,0.007
3/28/2019 12:25:55.873000000 PM,2,1553793471.0,splash2.fft,1553793955313,False,3,23055191000,11527647600,1101.174,775.429,19843.027,90.046,200.638,95.199,994.39,3866.152,319.441,0,0,0,,,,5,0.014,0.014,32,34.590999999999994,14,39.878,,,,0.007
3/28/2019 12:26:01.213000000 PM,2,1553793471.0,splash2.fft,1553793960629,False,3,23054739400,11527339200,1091.005,763.567,20245.67,89.744,21.92,52.801,64.801,3866.859,351.932,0,0,0,,,,5,0.015,0.019,32,47.846,14,53.955000000000005,,,,0.007
3/28/2019 12:26:06.293000000 PM,2,1553793471.0,splash2.fft,1553793965713,False,3,23049096200,11524537000,1075.443,770.813,21416.027,90.658,185.756,66.399,581.592,3865.426,385.274,0,0,0,,,,5,0.014,0.015,32,54.985,14,60.708999999999996,,,,0.007
3/28/2019 12:26:11.363000000 PM,2,1553793471.0,splash2.fft,1553793970777,False,3,23049096200,11524537000,1075.443,770.813,20312.752,86.725,103.201,52,462.005,3865.605,354.775,0,0,0,,,,5,0.014,0.015,32,55.297,14,66.38900000000001,,,,0.007
3/28/2019 12:26:16.503000000 PM,2,1553793471.0,splash2.fft,1553793975935,False,3,23055379800,11527677400,1054.794,732.279,19991.183,85.734,103.681,54,432.804,3868.34,353.279,0,0,0,,,,5,0.014,0.015,32,42.753,14,48.050000000000004,,,,0.007
3/28/2019 12:26:21.706000000 PM,2,1553793471.0,splash2.fft,1553793981144,False,3,23053633400,11526819200,1003.089,697.392,21202.432,84.853,150.724,61.602,640.816,3866.727,347.223,0,0,0,,,,5,0.014,0.016,32,36.481,14,41.788,,,,0.007
3/28/2019 12:26:26.887000000 PM,2,1553793471.0,splash2.fft,1553793986234,False,3,23055199600,11527577400,1009.346,677.849,20279.788,82.411,32,52.001,62.401,3867.68,345.613,0,0,0,,,,5,0.014,0.015,32,129.202,14,134.177,,,,0.007
